2011-01-03,1000000.0
2011-01-04,1000000.0
2011-01-05,1000000.0
2011-01-06,1000000.0
2011-01-07,1000000.0
2011-01-10,1000000.0
2011-01-11,1000000.0
2011-01-12,1000000.0
2011-01-13,1000000.0
2011-01-14,1000000.0
2011-01-18,972700.0
2011-01-19,966400.0
2011-01-20,954580.0
2011-01-21,941540.0
2011-01-24,978960.0
2011-01-25,993860.0
2011-01-26,997180.0
2011-01-27,996020.0
2011-01-28,974620.0
2011-01-31,991880.0
2011-02-01,1020000.0
2011-02-02,1018560.0
2011-02-03,1015830.0
2011-02-04,1024600.0
2011-02-07,1041790.0
2011-02-08,1059840.0
2011-02-09,1058380.0
2011-02-10,1048940.0
2011-02-11,1060640.0
2011-02-14,1066490.0
2011-02-15,1062450.0
2011-02-16,1071120.0
2011-02-17,1065820.0
2011-02-18,1057580.0
2011-02-22,1002630.0
2011-02-23,1004820.0
2011-02-24,1005140.0
2011-02-25,1022760.0
2011-02-28,1034620.0
2011-03-01,1006780.0
2011-03-02,1013110.0
2011-03-03,1033762.0
2011-03-04,1031744.0
2011-03-07,1019174.0
2011-03-08,1024096.0
2011-03-09,1023818.0
2011-03-10,1005546.0
2011-03-11,1016866.0
2011-03-14,1018150.0
2011-03-15,997792.0
2011-03-16,956526.0
2011-03-17,967816.0
2011-03-18,962922.0
2011-03-21,983234.0
2011-03-22,987590.0
2011-03-23,986272.0
2011-03-24,998692.0
2011-03-25,1015516.0
2011-03-28,1011894.0
2011-03-29,1015598.0
2011-03-30,1012218.0
2011-03-31,1011042.0
2011-04-01,1005288.0
2011-04-04,998532.0
2011-04-05,993502.0
2011-04-06,991892.0
2011-04-07,992566.0
2011-04-08,985990.0
2011-04-11,977330.0
2011-04-12,979286.0
2011-04-13,987930.0
2011-04-14,982332.0
2011-04-15,974630.0
2011-04-18,982902.0
2011-04-19,993928.0
2011-04-20,1001854.0
2011-04-21,1024546.0
2011-04-25,1028084.0
2011-04-26,1024364.0
2011-04-27,1027118.0
2011-04-28,1021078.0
2011-04-29,1027438.0
2011-05-02,1022532.0
2011-05-03,1027630.0
2011-05-04,1026410.0
2011-05-05,1017010.0
2011-05-06,1018900.0
2011-05-09,1021138.0
2011-05-10,1027088.0
2011-05-11,1021120.0
2011-05-12,1024624.0
2011-05-13,1008438.0
2011-05-16,992246.0
2011-05-17,1000784.0
